! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 12:05:35
! Stimulus(Hz),    S21(dB),           S21(°)
1.00000000000E+09,-8.98991605563E+01,-1.59488264141E+02
1.00500000000E+09,-9.24787173792E+01,+6.12221493699E+01
1.01000000000E+09,-9.60590545353E+01,+2.34028307845E+01
1.01500000000E+09,-9.37681025916E+01,+9.37667094965E+01
1.02000000000E+09,-9.71853676920E+01,+1.60411629227E+02
1.02500000000E+09,-9.13203636042E+01,+1.65435681649E+02
1.03000000000E+09,-8.50644917199E+01,-1.20866100895E+02
1.03500000000E+09,-8.91938913235E+01,-1.58335130028E+02
1.04000000000E+09,-9.64890163684E+01,+5.59791154215E+01
1.04500000000E+09,-8.67761293578E+01,-9.67796707662E+01
1.05000000000E+09,-8.55434194220E+01,-6.86770703836E+01
1.05500000000E+09,-9.20499387517E+01,-1.35382292786E+02
1.06000000000E+09,-8.41831898345E+01,+1.30044170241E+02
1.06500000000E+09,-8.83521603528E+01,-1.24819707310E+02
1.07000000000E+09,-8.94094007151E+01,-1.48807188429E+02
1.07500000000E+09,-1.00175840512E+02,+1.53695964271E+02
1.08000000000E+09,-8.97315227936E+01,-1.56849219261E+02
1.08500000000E+09,-8.91991953076E+01,+1.17351226352E+02
1.09000000000E+09,-8.66088549165E+01,-1.36534717061E+02
1.09500000000E+09,-8.68632615056E+01,+1.20473622917E+02
1.10000000000E+09,-8.68114318757E+01,+1.51439575570E+02
1.10500000000E+09,-8.64496689624E+01,+1.33114644030E+02
1.11000000000E+09,-8.86753772795E+01,+1.05288986631E+02
1.11500000000E+09,-8.92109665819E+01,+1.03654978708E+01
1.12000000000E+09,-8.89302548258E+01,+9.21631938434E+01
1.12500000000E+09,-8.44731781728E+01,+8.83058790619E+01
1.13000000000E+09,-8.27314748935E+01,+1.08000247903E+02
1.13500000000E+09,-9.64323626076E+01,+6.53301778858E+01
1.14000000000E+09,-9.90531715646E+01,+7.11598192368E+01
1.14500000000E+09,-8.49411624328E+01,+6.30266589203E+01
1.15000000000E+09,-8.89580897149E+01,+4.11745028926E+01
1.15500000000E+09,-8.59742855254E+01,+2.72578967343E+01
1.16000000000E+09,-8.45651443026E+01,+7.96588771565E+01
1.16500000000E+09,-8.89074874361E+01,+9.32182970162E+01
1.17000000000E+09,-8.49496844208E+01,+5.61330065676E+01
1.17500000000E+09,-8.25143364058E+01,+7.97463545734E+01
1.18000000000E+09,-8.35042366917E+01,+3.89362477730E+01
1.18500000000E+09,-8.56027824306E+01,+3.52513628513E+01
1.19000000000E+09,-7.89482986760E+01,+2.56131175781E+01
