! CMT, C1220, 16058040, 17.2.0/1
! Date: 26/07/2018 09:12:14
! Stimulus(Hz),    S21(dB)
1.00000000000E+09,-9.17893021917E+01
1.00500000000E+09,-9.37769663663E+01
1.01000000000E+09,-9.11319817693E+01
1.01500000000E+09,-8.39809085643E+01
1.02000000000E+09,-9.23454517908E+01
1.02500000000E+09,-8.92664310644E+01
1.03000000000E+09,-8.37624042959E+01
1.03500000000E+09,-1.01578172985E+02
1.04000000000E+09,-9.11206116242E+01
1.04500000000E+09,-1.03995658396E+02
1.05000000000E+09,-9.54896008161E+01
1.05500000000E+09,-8.98573566000E+01
1.06000000000E+09,-8.85257968300E+01
1.06500000000E+09,-8.87675634614E+01
1.07000000000E+09,-9.01662670828E+01
1.07500000000E+09,-9.17706724691E+01
1.08000000000E+09,-8.60939200185E+01
1.08500000000E+09,-8.64528545823E+01
1.09000000000E+09,-9.87332540827E+01
1.09500000000E+09,-8.91007562769E+01
1.10000000000E+09,-9.60152982258E+01
1.10500000000E+09,-8.95707142880E+01
1.11000000000E+09,-9.03360790791E+01
1.11500000000E+09,-8.97318039433E+01
1.12000000000E+09,-8.87972093998E+01
1.12500000000E+09,-1.00301555104E+02
1.13000000000E+09,-9.84323991319E+01
1.13500000000E+09,-9.26097104352E+01
1.14000000000E+09,-8.74879871629E+01
1.14500000000E+09,-8.87738139915E+01
1.15000000000E+09,-9.22578721312E+01
1.15500000000E+09,-9.68170082281E+01
1.16000000000E+09,-8.31161958929E+01
1.16500000000E+09,-9.86450246190E+01
1.17000000000E+09,-9.57745963159E+01
1.17500000000E+09,-9.30551028904E+01
1.18000000000E+09,-9.56822929328E+01
1.18500000000E+09,-9.68560314496E+01
1.19000000000E+09,-8.41736869086E+01
1.19500000000E+09,-8.41419260464E+01
1.20000000000E+09,-8.50307617784E+01
1.20500000000E+09,-8.36692987541E+01
1.21000000000E+09,-8.32608708113E+01
1.21500000000E+09,-8.64638218351E+01
1.22000000000E+09,-8.50844846994E+01
1.22500000000E+09,-9.40275515332E+01
1.23000000000E+09,-9.19700324085E+01
1.23500000000E+09,-9.20974602110E+01
1.24000000000E+09,-9.19613493673E+01
1.24500000000E+09,-8.55648854887E+01
1.25000000000E+09,-9.03932008043E+01
1.25500000000E+09,-8.68867750900E+01
1.26000000000E+09,-8.28073992981E+01
1.26500000000E+09,-8.21412550557E+01
1.27000000000E+09,-8.30923741757E+01
1.27500000000E+09,-8.88912271062E+01
1.28000000000E+09,-8.13667480463E+01
1.28500000000E+09,-8.37621092157E+01
1.29000000000E+09,-7.81579596033E+01
1.29500000000E+09,-7.96295799463E+01
1.30000000000E+09,-8.04056401767E+01
1.30500000000E+09,-7.93794910891E+01
1.31000000000E+09,-8.03449816761E+01
1.31500000000E+09,-8.32382527705E+01
1.32000000000E+09,-7.66130296364E+01
1.32500000000E+09,-7.88807316917E+01
1.33000000000E+09,-7.70255295279E+01
1.33500000000E+09,-7.43638299850E+01
1.34000000000E+09,-7.42486142841E+01
1.34500000000E+09,-7.30727564012E+01
1.35000000000E+09,-7.22679309941E+01
1.35500000000E+09,-7.33320573627E+01
1.36000000000E+09,-7.38306668751E+01
1.36500000000E+09,-7.34615618062E+01
1.37000000000E+09,-7.32814082981E+01
1.37500000000E+09,-7.06289711600E+01
1.38000000000E+09,-7.11243762128E+01
1.38500000000E+09,-7.05503979848E+01
1.39000000000E+09,-7.06253373934E+01
1.39500000000E+09,-7.15132635536E+01
1.40000000000E+09,-7.26597096445E+01
1.40500000000E+09,-7.31069899459E+01
1.41000000000E+09,-7.07541917534E+01
1.41500000000E+09,-6.81222675430E+01
1.42000000000E+09,-6.78722352114E+01
1.42500000000E+09,-6.53826259996E+01
1.43000000000E+09,-6.48485328206E+01
1.43500000000E+09,-6.59621196374E+01
1.44000000000E+09,-6.82159914281E+01
1.44500000000E+09,-7.09090601013E+01
1.45000000000E+09,-7.08196081585E+01
1.45500000000E+09,-6.47039989936E+01
1.46000000000E+09,-6.12177403046E+01
1.46500000000E+09,-5.97663089101E+01
1.47000000000E+09,-5.88217961949E+01
1.47500000000E+09,-5.97479485622E+01
1.48000000000E+09,-6.16989488394E+01
1.48500000000E+09,-6.81874920101E+01
1.49000000000E+09,-6.64407111318E+01
1.49500000000E+09,-6.24841633477E+01
1.50000000000E+09,-5.98442753575E+01
1.50500000000E+09,-5.48200009693E+01
1.51000000000E+09,-5.27254413529E+01
1.51500000000E+09,-5.50752790157E+01
1.52000000000E+09,-5.75367186666E+01
1.52500000000E+09,-5.99052643715E+01
1.53000000000E+09,-5.70374046686E+01
1.53500000000E+09,-5.43356276954E+01
1.54000000000E+09,-5.44996101589E+01
1.54500000000E+09,-5.50297419620E+01
1.55000000000E+09,-5.72813496249E+01
1.55500000000E+09,-6.09043989271E+01
1.56000000000E+09,-6.13596870111E+01
1.56500000000E+09,-6.04876088065E+01
1.57000000000E+09,-6.00030882869E+01
1.57500000000E+09,-5.96931735715E+01
1.58000000000E+09,-5.81613474191E+01
1.58500000000E+09,-5.88475861325E+01
1.59000000000E+09,-5.99226973261E+01
1.59500000000E+09,-6.14211193144E+01
1.60000000000E+09,-6.34526880962E+01
1.60500000000E+09,-6.63424836107E+01
1.61000000000E+09,-6.45026489833E+01
1.61500000000E+09,-6.24206953745E+01
1.62000000000E+09,-6.17986644807E+01
1.62500000000E+09,-6.18116977315E+01
1.63000000000E+09,-6.27207679302E+01
1.63500000000E+09,-6.34215341486E+01
1.64000000000E+09,-6.46581216135E+01
1.64500000000E+09,-6.44729505453E+01
1.65000000000E+09,-6.42168858512E+01
1.65500000000E+09,-6.36595631687E+01
1.66000000000E+09,-6.41638130651E+01
1.66500000000E+09,-6.46879371383E+01
1.67000000000E+09,-6.68547362493E+01
1.67500000000E+09,-6.61978729719E+01
1.68000000000E+09,-6.65027751102E+01
1.68500000000E+09,-6.66853783938E+01
1.69000000000E+09,-6.72741996350E+01
1.69500000000E+09,-6.90693088734E+01
1.70000000000E+09,-6.87906875934E+01
1.70500000000E+09,-6.95980536866E+01
1.71000000000E+09,-6.99401750924E+01
1.71500000000E+09,-6.93925382803E+01
1.72000000000E+09,-6.94230203429E+01
1.72500000000E+09,-7.06510835171E+01
1.73000000000E+09,-7.14687275365E+01
1.73500000000E+09,-7.21762569417E+01
1.74000000000E+09,-7.30844722816E+01
1.74500000000E+09,-7.19145739109E+01
1.75000000000E+09,-6.99236294804E+01
1.75500000000E+09,-7.12093959016E+01
1.76000000000E+09,-7.08212883440E+01
1.76500000000E+09,-7.21091944708E+01
1.77000000000E+09,-7.14169313337E+01
1.77500000000E+09,-7.25295348624E+01
1.78000000000E+09,-7.21284669122E+01
1.78500000000E+09,-7.21517648834E+01
1.79000000000E+09,-7.29726233138E+01
1.79500000000E+09,-7.27742649932E+01
1.80000000000E+09,-7.48574423142E+01
1.80500000000E+09,-6.74585263826E+01
1.81000000000E+09,-6.66454889509E+01
1.81500000000E+09,-6.67663022598E+01
1.82000000000E+09,-7.35629075369E+01
1.82500000000E+09,-7.82949262863E+01
1.83000000000E+09,-7.33053864130E+01
1.83500000000E+09,-7.43783633585E+01
1.84000000000E+09,-7.34096526081E+01
1.84500000000E+09,-7.15378161752E+01
1.85000000000E+09,-7.26110214064E+01
1.85500000000E+09,-7.28685391380E+01
1.86000000000E+09,-7.28759175585E+01
1.86500000000E+09,-7.35557534269E+01
1.87000000000E+09,-7.42860784969E+01
1.87500000000E+09,-7.30888135297E+01
1.88000000000E+09,-7.57081274981E+01
1.88500000000E+09,-7.54501659338E+01
1.89000000000E+09,-7.59579514494E+01
1.89500000000E+09,-7.64219028559E+01
1.90000000000E+09,-7.57227722650E+01
1.90500000000E+09,-7.43580193615E+01
1.91000000000E+09,-7.43343756068E+01
1.91500000000E+09,-7.37887198931E+01
1.92000000000E+09,-7.65633900450E+01
1.92500000000E+09,-7.51342720393E+01
1.93000000000E+09,-7.64566086232E+01
1.93500000000E+09,-7.56967009144E+01
1.94000000000E+09,-7.67008431569E+01
1.94500000000E+09,-7.41897405687E+01
1.95000000000E+09,-7.66793985524E+01
1.95500000000E+09,-7.56016248677E+01
1.96000000000E+09,-7.75806544052E+01
1.96500000000E+09,-7.82299538870E+01
1.97000000000E+09,-7.40537866837E+01
1.97500000000E+09,-7.37652916295E+01
1.98000000000E+09,-7.53362656045E+01
1.98500000000E+09,-7.44242489239E+01
1.99000000000E+09,-7.55374229339E+01
1.99500000000E+09,-7.82234820457E+01
2.00000000000E+09,-7.68022872357E+01
