! CMT, C1220, 16058040, 17.2.0/1
! Date: 26/07/2018 08:42:55
! Stimulus(Hz),    S21(dB)
1.00000000000E+09,-8.83017283235E+01
1.00500000000E+09,-8.64025235295E+01
1.01000000000E+09,-8.98418478826E+01
1.01500000000E+09,-1.05151163982E+02
1.02000000000E+09,-8.62398159229E+01
1.02500000000E+09,-9.43633652932E+01
1.03000000000E+09,-9.36622619703E+01
1.03500000000E+09,-9.53093160936E+01
1.04000000000E+09,-9.63778105833E+01
1.04500000000E+09,-9.47352839072E+01
1.05000000000E+09,-9.82211960515E+01
1.05500000000E+09,-8.73532123281E+01
1.06000000000E+09,-8.51306588704E+01
1.06500000000E+09,-8.81363296212E+01
1.07000000000E+09,-8.74011346144E+01
1.07500000000E+09,-1.04443237148E+02
1.08000000000E+09,-1.03364886006E+02
1.08500000000E+09,-9.12871021537E+01
1.09000000000E+09,-9.67392198543E+01
1.09500000000E+09,-8.49063745407E+01
1.10000000000E+09,-9.00240426240E+01
1.10500000000E+09,-8.39174583832E+01
1.11000000000E+09,-8.48305914340E+01
1.11500000000E+09,-9.02194293290E+01
1.12000000000E+09,-8.74796238914E+01
1.12500000000E+09,-8.74881008690E+01
1.13000000000E+09,-8.94268618406E+01
1.13500000000E+09,-8.37132915052E+01
1.14000000000E+09,-9.05139030513E+01
1.14500000000E+09,-8.74784161483E+01
1.15000000000E+09,-9.70684445243E+01
1.15500000000E+09,-8.81593925715E+01
1.16000000000E+09,-9.11482341906E+01
1.16500000000E+09,-9.44947689115E+01
1.17000000000E+09,-8.95926779835E+01
1.17500000000E+09,-8.70785475970E+01
1.18000000000E+09,-9.55982876684E+01
1.18500000000E+09,-8.88478023799E+01
1.19000000000E+09,-8.30608104851E+01
1.19500000000E+09,-8.50505823829E+01
1.20000000000E+09,-8.20535955459E+01
1.20500000000E+09,-8.58418891495E+01
1.21000000000E+09,-7.98339959570E+01
1.21500000000E+09,-8.24370299264E+01
1.22000000000E+09,-7.97450716720E+01
1.22500000000E+09,-9.07525841327E+01
1.23000000000E+09,-8.53546841418E+01
1.23500000000E+09,-8.15405953744E+01
1.24000000000E+09,-8.57084770856E+01
1.24500000000E+09,-8.55082929105E+01
1.25000000000E+09,-8.19882090372E+01
1.25500000000E+09,-8.08185345315E+01
1.26000000000E+09,-8.22714138835E+01
1.26500000000E+09,-8.58343361460E+01
1.27000000000E+09,-8.16433955623E+01
1.27500000000E+09,-8.33272091872E+01
1.28000000000E+09,-8.49920578151E+01
1.28500000000E+09,-8.05405353744E+01
1.29000000000E+09,-8.07919201774E+01
1.29500000000E+09,-8.25112947472E+01
1.30000000000E+09,-8.45302822148E+01
1.30500000000E+09,-7.96252812207E+01
1.31000000000E+09,-8.58246822128E+01
1.31500000000E+09,-8.30433387049E+01
1.32000000000E+09,-8.87451469704E+01
1.32500000000E+09,-8.37907842204E+01
1.33000000000E+09,-8.22292425557E+01
1.33500000000E+09,-8.16969770830E+01
1.34000000000E+09,-7.62356306453E+01
1.34500000000E+09,-7.89479041118E+01
1.35000000000E+09,-7.49801874877E+01
1.35500000000E+09,-7.76479055924E+01
1.36000000000E+09,-7.70473582021E+01
1.36500000000E+09,-7.47978387077E+01
1.37000000000E+09,-7.44861698338E+01
1.37500000000E+09,-7.28996547967E+01
1.38000000000E+09,-7.13746824911E+01
1.38500000000E+09,-7.04482929941E+01
1.39000000000E+09,-7.14868060110E+01
1.39500000000E+09,-7.24304306828E+01
1.40000000000E+09,-7.17280356046E+01
1.40500000000E+09,-7.18908919587E+01
1.41000000000E+09,-7.18296105830E+01
1.41500000000E+09,-6.85524105146E+01
1.42000000000E+09,-6.78569522784E+01
1.42500000000E+09,-6.78759316132E+01
1.43000000000E+09,-6.86990943069E+01
1.43500000000E+09,-6.73012385484E+01
1.44000000000E+09,-7.07051841595E+01
1.44500000000E+09,-6.93858591771E+01
1.45000000000E+09,-6.92706972406E+01
1.45500000000E+09,-6.60250426032E+01
1.46000000000E+09,-6.24559061560E+01
1.46500000000E+09,-5.99200315435E+01
1.47000000000E+09,-5.83739213083E+01
1.47500000000E+09,-5.89345914429E+01
1.48000000000E+09,-5.84855070745E+01
1.48500000000E+09,-5.83425060221E+01
1.49000000000E+09,-6.03909934380E+01
1.49500000000E+09,-5.67105084766E+01
1.50000000000E+09,-5.35977834929E+01
1.50500000000E+09,-5.26169939751E+01
1.51000000000E+09,-5.25394334044E+01
1.51500000000E+09,-5.34348777005E+01
1.52000000000E+09,-5.53407255804E+01
1.52500000000E+09,-5.42872225275E+01
1.53000000000E+09,-5.46419262885E+01
1.53500000000E+09,-5.29267879852E+01
1.54000000000E+09,-5.05121960447E+01
1.54500000000E+09,-5.02601238668E+01
1.55000000000E+09,-4.99633274012E+01
1.55500000000E+09,-5.09463778016E+01
1.56000000000E+09,-5.18855092226E+01
1.56500000000E+09,-5.44211274858E+01
1.57000000000E+09,-5.31412956942E+01
1.57500000000E+09,-5.11812378135E+01
1.58000000000E+09,-5.15752739430E+01
1.58500000000E+09,-5.26812982175E+01
1.59000000000E+09,-5.28276179306E+01
1.59500000000E+09,-5.39649175261E+01
1.60000000000E+09,-5.61967479383E+01
1.60500000000E+09,-5.61878817208E+01
1.61000000000E+09,-5.58511326985E+01
1.61500000000E+09,-5.59404580976E+01
1.62000000000E+09,-5.74153740091E+01
1.62500000000E+09,-5.85441568733E+01
1.63000000000E+09,-5.99554943141E+01
1.63500000000E+09,-5.89760600611E+01
1.64000000000E+09,-5.93327725652E+01
1.64500000000E+09,-5.89891093336E+01
1.65000000000E+09,-5.89853768559E+01
1.65500000000E+09,-6.08874191156E+01
1.66000000000E+09,-6.15030480785E+01
1.66500000000E+09,-6.13620689616E+01
1.67000000000E+09,-6.15097544987E+01
1.67500000000E+09,-6.17867460473E+01
1.68000000000E+09,-6.16191084144E+01
1.68500000000E+09,-6.18589523625E+01
1.69000000000E+09,-6.19626788419E+01
1.69500000000E+09,-6.29729512480E+01
1.70000000000E+09,-6.51859408018E+01
1.70500000000E+09,-6.55163974618E+01
1.71000000000E+09,-6.55971307872E+01
1.71500000000E+09,-6.64812413784E+01
1.72000000000E+09,-6.54040134448E+01
1.72500000000E+09,-6.53073706115E+01
1.73000000000E+09,-6.58475546833E+01
1.73500000000E+09,-6.70396660634E+01
1.74000000000E+09,-6.80147070707E+01
1.74500000000E+09,-6.81085162802E+01
1.75000000000E+09,-6.90780603328E+01
1.75500000000E+09,-6.86083697839E+01
1.76000000000E+09,-6.85325968513E+01
1.76500000000E+09,-7.07856862785E+01
1.77000000000E+09,-7.00153572074E+01
1.77500000000E+09,-6.80581691826E+01
1.78000000000E+09,-6.81310934475E+01
1.78500000000E+09,-6.89593277118E+01
1.79000000000E+09,-7.09663150316E+01
1.79500000000E+09,-7.40016923779E+01
1.80000000000E+09,-7.20882730267E+01
1.80500000000E+09,-6.77077243274E+01
1.81000000000E+09,-7.05937843643E+01
1.81500000000E+09,-7.21462343710E+01
1.82000000000E+09,-6.78068729388E+01
1.82500000000E+09,-7.32959359213E+01
1.83000000000E+09,-7.65164514783E+01
1.83500000000E+09,-7.36688394167E+01
1.84000000000E+09,-7.54194187649E+01
1.84500000000E+09,-7.42041376376E+01
1.85000000000E+09,-7.37215481585E+01
1.85500000000E+09,-7.31968776173E+01
1.86000000000E+09,-7.35716630380E+01
1.86500000000E+09,-7.37608467130E+01
1.87000000000E+09,-7.53437986694E+01
1.87500000000E+09,-7.36801391837E+01
1.88000000000E+09,-7.24982788583E+01
1.88500000000E+09,-7.30645633436E+01
1.89000000000E+09,-7.46743302043E+01
1.89500000000E+09,-7.78910653475E+01
1.90000000000E+09,-7.65480413317E+01
1.90500000000E+09,-7.65086817759E+01
1.91000000000E+09,-7.59374985530E+01
1.91500000000E+09,-7.37682731552E+01
1.92000000000E+09,-7.44025457534E+01
1.92500000000E+09,-7.73912426558E+01
1.93000000000E+09,-7.67759409553E+01
1.93500000000E+09,-7.67580817346E+01
1.94000000000E+09,-7.88937567838E+01
1.94500000000E+09,-7.95279901544E+01
1.95000000000E+09,-7.86661188255E+01
1.95500000000E+09,-7.69577661476E+01
1.96000000000E+09,-7.92485214478E+01
1.96500000000E+09,-8.17739354720E+01
1.97000000000E+09,-7.96241697932E+01
1.97500000000E+09,-7.94470690008E+01
1.98000000000E+09,-8.17501401730E+01
1.98500000000E+09,-8.21123438063E+01
1.99000000000E+09,-8.43837792933E+01
1.99500000000E+09,-7.81509866770E+01
2.00000000000E+09,-8.05107060567E+01
