! CMT, C1220, 16058040, 17.2.0/1
! Date: 26/07/2018 15:47:41
! Stimulus(Hz),    S21(dB),           S21(°)
1.00000000000E+09,-8.81688376652E+01,-2.01751662538E+01
1.00500000000E+09,-8.64162173798E+01,+1.81465744124E+01
1.01000000000E+09,-9.51705328968E+01,+5.17470595652E+01
1.01500000000E+09,-8.75246234253E+01,-6.57907000929E+01
1.02000000000E+09,-8.90117269438E+01,-8.07734665415E+01
1.02500000000E+09,-8.47182570647E+01,-1.14359028212E+01
1.03000000000E+09,-9.34452744866E+01,-4.03920812392E+01
1.03500000000E+09,-8.95165519969E+01,-8.11578206561E+01
1.04000000000E+09,-8.48546532085E+01,-7.28205249829E+01
1.04500000000E+09,-8.56965521805E+01,-2.23130087832E+01
1.05000000000E+09,-8.51761429103E+01,-1.44670895574E+02
1.05500000000E+09,-8.04988180791E+01,-5.98137473969E+01
1.06000000000E+09,-8.85713014383E+01,-9.44052096799E+01
1.06500000000E+09,-9.04018737579E+01,-7.48924777115E+01
1.07000000000E+09,-8.08872375372E+01,-9.09237880579E+01
1.07500000000E+09,-8.12028660152E+01,-1.33101758543E+02
1.08000000000E+09,-8.27543214445E+01,-1.14426279593E+02
1.08500000000E+09,-8.22141177124E+01,-1.30565184595E+02
1.09000000000E+09,-8.41749224105E+01,-1.36543284631E+02
1.09500000000E+09,-8.13391698776E+01,-1.19016925164E+02
1.10000000000E+09,-8.89478405889E+01,-1.73313878321E+02
1.10500000000E+09,-8.59514213930E+01,-1.40895552374E+02
1.11000000000E+09,-8.75493331686E+01,+1.69531895939E+02
1.11500000000E+09,-9.42870403265E+01,-1.08134693594E+02
1.12000000000E+09,-8.10704076103E+01,-1.62151089922E+02
1.12500000000E+09,-8.12524804486E+01,-1.73795253404E+02
1.13000000000E+09,-8.65609581183E+01,-1.57520413257E+02
1.13500000000E+09,-8.43926918657E+01,+1.78081554248E+02
1.14000000000E+09,-8.69866713562E+01,+1.76199263161E+02
1.14500000000E+09,-8.00758193598E+01,+1.45049263531E+02
1.15000000000E+09,-8.45218488431E+01,+1.34256923181E+02
1.15500000000E+09,-8.13966262815E+01,+1.39256636080E+02
1.16000000000E+09,-8.21371543256E+01,+1.42991797613E+02
1.16500000000E+09,-8.56275898970E+01,+1.68468074057E+02
1.17000000000E+09,-8.07881455854E+01,+1.16354611125E+02
1.17500000000E+09,-8.05658862104E+01,+1.33636629702E+02
1.18000000000E+09,-8.47036035148E+01,+1.34057846152E+02
1.18500000000E+09,-8.11075888923E+01,+1.16477018326E+02
1.19000000000E+09,-7.97370535980E+01,+1.51378276271E+02
1.19500000000E+09,-7.73042098027E+01,+1.47944296137E+02
1.20000000000E+09,-7.45755821975E+01,+1.14761834289E+02
1.20500000000E+09,-7.53630450817E+01,+9.53022106528E+01
1.21000000000E+09,-7.38650350382E+01,+9.20721368579E+01
1.21500000000E+09,-7.52876794348E+01,+6.57457632701E+01
1.22000000000E+09,-7.53659058211E+01,+6.92761883542E+01
1.22500000000E+09,-7.62225881382E+01,+5.14056041585E+01
1.23000000000E+09,-7.50180721643E+01,+6.69858794505E+01
1.23500000000E+09,-7.42293285417E+01,+6.94877886482E+01
1.24000000000E+09,-7.80531756796E+01,+6.39183545039E+01
1.24500000000E+09,-7.34368302953E+01,+5.44111741450E+01
1.25000000000E+09,-7.65042370595E+01,+2.91076791396E+01
1.25500000000E+09,-7.63855978787E+01,+3.76713114028E+01
1.26000000000E+09,-7.45501851763E+01,+2.92126587888E+01
1.26500000000E+09,-7.20616902143E+01,+4.14328406060E+01
1.27000000000E+09,-7.04500359864E+01,+2.94127539349E+01
1.27500000000E+09,-7.13725795424E+01,+1.09344454637E+01
1.28000000000E+09,-7.15677536975E+01,+9.21957535166E+00
1.28500000000E+09,-7.06239447955E+01,+3.72499296174E+00
1.29000000000E+09,-7.08521943888E+01,+8.75594553326E+00
1.29500000000E+09,-7.08838677566E+01,+4.23453167404E+00
1.30000000000E+09,-7.00635756670E+01,-2.71453863212E+00
1.30500000000E+09,-6.87124548709E+01,-5.27731149853E+00
1.31000000000E+09,-6.83744405314E+01,-1.56940762561E+01
1.31500000000E+09,-6.75420871402E+01,-2.10717275139E+01
1.32000000000E+09,-6.70519345008E+01,-2.42383030431E+01
1.32500000000E+09,-6.70744925037E+01,-3.72655908704E+01
1.33000000000E+09,-6.60018266615E+01,-3.25871484556E+01
1.33500000000E+09,-6.48138166637E+01,-3.92971153339E+01
1.34000000000E+09,-6.38584417381E+01,-5.09563727834E+01
1.34500000000E+09,-6.32651601521E+01,-5.59598890113E+01
1.35000000000E+09,-6.33235205091E+01,-6.55142934841E+01
1.35500000000E+09,-6.31485707242E+01,-7.02733474409E+01
1.36000000000E+09,-6.24244573344E+01,-7.22180607766E+01
1.36500000000E+09,-6.15887711264E+01,-7.65359241745E+01
