! CMT, C1220, 16058040, 17.2.0/1
! Date: 26/07/2018 09:24:26
! Stimulus(Hz),    S21(dB)
1.00000000000E+09,-8.47670423403E+01
1.00500000000E+09,-9.69622567548E+01
1.01000000000E+09,-1.04721126799E+02
1.01500000000E+09,-9.14433927807E+01
1.02000000000E+09,-9.69222552170E+01
1.02500000000E+09,-9.11155550985E+01
1.03000000000E+09,-9.27442383394E+01
1.03500000000E+09,-8.83658639727E+01
1.04000000000E+09,-1.07011187923E+02
1.04500000000E+09,-8.94673226824E+01
1.05000000000E+09,-9.52248241939E+01
1.05500000000E+09,-8.82749882821E+01
1.06000000000E+09,-8.97999671697E+01
1.06500000000E+09,-9.19903528403E+01
1.07000000000E+09,-9.46119719502E+01
1.07500000000E+09,-8.33003620925E+01
1.08000000000E+09,-9.33922544035E+01
1.08500000000E+09,-8.49860238350E+01
1.09000000000E+09,-8.77847406262E+01
1.09500000000E+09,-9.03747411270E+01
1.10000000000E+09,-9.92748852297E+01
1.10500000000E+09,-9.24659768601E+01
1.11000000000E+09,-9.95545506759E+01
1.11500000000E+09,-9.12410863604E+01
1.12000000000E+09,-8.79637539516E+01
1.12500000000E+09,-8.60300499031E+01
1.13000000000E+09,-9.09796550116E+01
1.13500000000E+09,-8.81229623761E+01
1.14000000000E+09,-9.30667835002E+01
1.14500000000E+09,-8.96233689685E+01
1.15000000000E+09,-9.40719228847E+01
1.15500000000E+09,-8.44666938407E+01
1.16000000000E+09,-8.81553596206E+01
1.16500000000E+09,-8.54341799576E+01
1.17000000000E+09,-9.73522039054E+01
1.17500000000E+09,-8.71215142314E+01
1.18000000000E+09,-8.66719898388E+01
1.18500000000E+09,-8.16909337407E+01
1.19000000000E+09,-8.28036576910E+01
1.19500000000E+09,-8.50067422041E+01
1.20000000000E+09,-9.18324009097E+01
1.20500000000E+09,-8.30531327294E+01
1.21000000000E+09,-8.61228149435E+01
1.21500000000E+09,-8.94290892411E+01
1.22000000000E+09,-8.22016155280E+01
1.22500000000E+09,-8.27526503139E+01
1.23000000000E+09,-8.36034960672E+01
1.23500000000E+09,-8.30835206211E+01
1.24000000000E+09,-9.00420185188E+01
1.24500000000E+09,-8.99614866096E+01
1.25000000000E+09,-8.86537523758E+01
1.25500000000E+09,-8.33804543805E+01
1.26000000000E+09,-8.40154431806E+01
1.26500000000E+09,-8.69828807169E+01
1.27000000000E+09,-8.19888136632E+01
1.27500000000E+09,-9.86185121445E+01
1.28000000000E+09,-8.48953361525E+01
1.28500000000E+09,-8.97624563905E+01
1.29000000000E+09,-8.60393714786E+01
1.29500000000E+09,-9.00795652481E+01
1.30000000000E+09,-8.40061168227E+01
1.30500000000E+09,-8.61439634379E+01
1.31000000000E+09,-8.64243502865E+01
1.31500000000E+09,-8.33355579514E+01
1.32000000000E+09,-8.06766199624E+01
1.32500000000E+09,-8.22916884823E+01
1.33000000000E+09,-8.02938280363E+01
1.33500000000E+09,-7.84623702972E+01
1.34000000000E+09,-7.67819052496E+01
1.34500000000E+09,-7.43302495845E+01
1.35000000000E+09,-7.70330736371E+01
1.35500000000E+09,-7.61513731855E+01
1.36000000000E+09,-7.49721574132E+01
1.36500000000E+09,-7.35724470301E+01
1.37000000000E+09,-7.27865891502E+01
1.37500000000E+09,-7.14073390912E+01
1.38000000000E+09,-7.14954941507E+01
1.38500000000E+09,-7.19219042287E+01
1.39000000000E+09,-7.14643245409E+01
1.39500000000E+09,-6.99995688543E+01
1.40000000000E+09,-6.92567510545E+01
1.40500000000E+09,-6.92711446677E+01
1.41000000000E+09,-6.88373406475E+01
1.41500000000E+09,-6.83944745273E+01
1.42000000000E+09,-6.84842457979E+01
1.42500000000E+09,-6.97081952273E+01
1.43000000000E+09,-6.66227358266E+01
1.43500000000E+09,-6.42314613125E+01
1.44000000000E+09,-6.40851950728E+01
1.44500000000E+09,-6.25486158707E+01
1.45000000000E+09,-6.19641664538E+01
1.45500000000E+09,-6.02433624439E+01
1.46000000000E+09,-5.71440839030E+01
1.46500000000E+09,-5.61964243939E+01
1.47000000000E+09,-5.53050248789E+01
1.47500000000E+09,-5.59333959439E+01
1.48000000000E+09,-5.58923543635E+01
1.48500000000E+09,-5.64112132077E+01
1.49000000000E+09,-5.68209638324E+01
1.49500000000E+09,-5.32606680832E+01
1.50000000000E+09,-5.17689757549E+01
1.50500000000E+09,-5.24903475377E+01
1.51000000000E+09,-5.14170066709E+01
1.51500000000E+09,-4.97741881294E+01
1.52000000000E+09,-4.86032106994E+01
1.52500000000E+09,-4.83027001230E+01
1.53000000000E+09,-5.05350876363E+01
1.53500000000E+09,-5.06505237833E+01
1.54000000000E+09,-4.78839915651E+01
1.54500000000E+09,-4.77021280467E+01
1.55000000000E+09,-4.86439229403E+01
1.55500000000E+09,-5.06033586870E+01
1.56000000000E+09,-5.23019987319E+01
1.56500000000E+09,-5.29227002324E+01
1.57000000000E+09,-5.10685153195E+01
1.57500000000E+09,-5.04825506782E+01
1.58000000000E+09,-5.20542324059E+01
1.58500000000E+09,-5.35585110391E+01
1.59000000000E+09,-5.38625540022E+01
1.59500000000E+09,-5.49386225689E+01
1.60000000000E+09,-5.54291623038E+01
1.60500000000E+09,-5.49914229175E+01
1.61000000000E+09,-5.56590941739E+01
1.61500000000E+09,-5.69206349434E+01
1.62000000000E+09,-5.91359249414E+01
1.62500000000E+09,-5.92479834796E+01
1.63000000000E+09,-5.86968979231E+01
1.63500000000E+09,-5.88673394991E+01
1.64000000000E+09,-5.99350268078E+01
1.64500000000E+09,-5.96837279540E+01
1.65000000000E+09,-6.01390318367E+01
1.65500000000E+09,-6.16104904704E+01
1.66000000000E+09,-6.16891717643E+01
1.66500000000E+09,-6.16811536672E+01
1.67000000000E+09,-6.24912141383E+01
1.67500000000E+09,-6.29474747514E+01
1.68000000000E+09,-6.21759960688E+01
1.68500000000E+09,-6.12031102770E+01
1.69000000000E+09,-6.17161099960E+01
1.69500000000E+09,-6.28353676910E+01
1.70000000000E+09,-6.50773169193E+01
1.70500000000E+09,-6.63027247017E+01
1.71000000000E+09,-6.59425943087E+01
1.71500000000E+09,-6.39161589441E+01
1.72000000000E+09,-6.32349994346E+01
1.72500000000E+09,-6.44366242890E+01
1.73000000000E+09,-6.63713718654E+01
1.73500000000E+09,-6.68762618214E+01
1.74000000000E+09,-6.82413734374E+01
