! CMT, C1220, 16058040, 17.2.0/1
! Date: 25/07/2018 13:11:59
! Stimulus(Hz),    S21(dB)
1.00000000000E+09,-1.05498525350E+02
1.00500000000E+09,-8.68362798555E+01
1.01000000000E+09,-9.85147039236E+01
1.01500000000E+09,-8.76003526567E+01
1.02000000000E+09,-8.33258833064E+01
1.02500000000E+09,-9.20163045651E+01
1.03000000000E+09,-9.98477094315E+01
1.03500000000E+09,-8.98965152091E+01
1.04000000000E+09,-9.34669657292E+01
1.04500000000E+09,-9.40225794405E+01
1.05000000000E+09,-9.01398806733E+01
1.05500000000E+09,-9.97649454555E+01
1.06000000000E+09,-9.33891504976E+01
1.06500000000E+09,-8.53473916285E+01
1.07000000000E+09,-8.66990963836E+01
1.07500000000E+09,-9.27120310415E+01
1.08000000000E+09,-8.74815955642E+01
1.08500000000E+09,-9.58160904452E+01
1.09000000000E+09,-8.91626024180E+01
1.09500000000E+09,-9.38121571563E+01
1.10000000000E+09,-8.88590581451E+01
1.10500000000E+09,-1.07089159756E+02
1.11000000000E+09,-9.29377101936E+01
1.11500000000E+09,-8.72391254896E+01
1.12000000000E+09,-8.96300362289E+01
1.12500000000E+09,-8.63605438837E+01
1.13000000000E+09,-9.51973651847E+01
1.13500000000E+09,-8.60408514828E+01
1.14000000000E+09,-9.26498556862E+01
1.14500000000E+09,-8.89935473008E+01
1.15000000000E+09,-8.75014068985E+01
1.15500000000E+09,-8.83969883226E+01
1.16000000000E+09,-8.56029490375E+01
1.16500000000E+09,-8.95289026981E+01
1.17000000000E+09,-8.77564074855E+01
1.17500000000E+09,-9.05982237188E+01
1.18000000000E+09,-8.99661157769E+01
1.18500000000E+09,-9.00661166083E+01
1.19000000000E+09,-8.69037531825E+01
1.19500000000E+09,-8.75495749109E+01
1.20000000000E+09,-7.81389001497E+01
1.20500000000E+09,-8.13771464128E+01
1.21000000000E+09,-7.96533318723E+01
1.21500000000E+09,-8.42438545279E+01
1.22000000000E+09,-8.63168032496E+01
1.22500000000E+09,-8.64032115778E+01
1.23000000000E+09,-8.52285475965E+01
1.23500000000E+09,-8.83751648843E+01
1.24000000000E+09,-8.94186726321E+01
1.24500000000E+09,-8.15024040989E+01
1.25000000000E+09,-8.28693306621E+01
1.25500000000E+09,-8.23237547478E+01
1.26000000000E+09,-7.98395197089E+01
